word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks
legislation,high_school,,立法,high_word_list,4
leisure,high_school,,余暇,high_word_list,587
length,high_school,,長さ,high_word_list,206
liberty,high_school,,自由,high_word_list,1798;2138
likely,high_school,,起こりそうな,high_word_list,403
liquid,high_school,,液体の,high_word_list,1937;2277
literally,high_school,,文字通りに,high_word_list,2030;2370
literary,high_school,,文学の,high_word_list,841;1344
literature,high_school,,文学,high_word_list,145
load,high_school,,積む,high_word_list,1846;2186
log,high_school,,丸太,high_word_list,724;1227
logic,high_school,,論理,high_word_list,1726;2066
logical,high_school,,論理的な,high_word_list,1954;2294
lord,high_school,,領主,high_word_list,1843;2183
lover,high_school,,恋人,high_word_list,686
lung,high_school,,肺,high_word_list,1856;2196
luxury,high_school,,贅沢な,high_word_list,1947;2287
mad,high_school,,狂った,high_word_list,885;1388
mainly,high_school,,主に,high_word_list,28
maintain,high_school,,維持する,high_word_list,460
maintenance,high_school,,持続,high_word_list,749;1252
major,high_school,,主な,high_word_list,30
majority,high_school,,大多数,high_word_list,227
maker,high_school,,製造元,high_word_list,893;1396
male,high_school,,男性,high_word_list,219
mammal,high_school,,哺乳動物,high_word_list,1952;2292
manager,high_school,,部長,high_word_list,588
manner,high_school,,やり方,high_word_list,779;1282
manufacturer,high_school,,製造元,high_word_list,489
manufacturing,high_school,,製造している,high_word_list,1202;1705
mass,high_school,,塊,high_word_list,437
massive,high_school,,巨大な,high_word_list,1927;2267
master,high_school,,主人,high_word_list,589
mate,high_school,,友達,high_word_list,125
material,high_school,,材料,high_word_list,340
mature,high_school,,成熟した,high_word_list,1980;2320
maximum,high_school,,最大,high_word_list,731;1234
meal,high_school,,食事,high_word_list,274
means,high_school,,手段,high_word_list,1796;2136
meanwhile,high_school,,一方で,high_word_list,457
melt,high_school,,溶ける,high_word_list,1865;2205
mention,high_school,,言及する,high_word_list,481
mere,high_school,,単なる,high_word_list,934;1437
merely,high_school,,単に,high_word_list,224
mess,high_school,,混乱,high_word_list,735;1238
method,high_school,,方法,high_word_list,139
mexican,high_school,,メキシコの,high_word_list,1157;1660
military,high_school,,軍隊の,high_word_list,843;1346
mineral,high_school,,鉱物,high_word_list,1806;2146
minimum,high_school,,最小の,high_word_list,925;1428
minister,high_school,,大臣,high_word_list,228
ministry,high_school,,省庁,high_word_list,1787;2127
minority,high_school,,少数派,high_word_list,1904;2244
mixture,high_school,,混合,high_word_list,660
moral,high_school,,道徳の,high_word_list,76
mortgage,high_school,,抵当,high_word_list,678
mostly,high_school,,主に,high_word_list,29
motive,high_school,,動機,high_word_list,1758;2098
multiple,high_school,,掛け算する,high_word_list,427
murder,high_school,,殺人,high_word_list,593
muscle,high_school,,筋肉,high_word_list,39
muslim,high_school,,イスラム教徒,high_word_list,1196;1699
mutual,high_school,,相互の,high_word_list,1892;2232
mysterious,high_school,,不可解な,high_word_list,1035;1538
mystery,high_school,,神秘的な,high_word_list,1084;1587
myth,high_school,,神話,high_word_list,1778;2118
naked,high_school,,裸の,high_word_list,720;1223
narrow,high_school,,幅が狭い,high_word_list,1036;1539
nation,high_school,,国家,high_word_list,347
navy,high_school,,海軍,high_word_list,1830;2170
nearby,high_school,,近くの,high_word_list,844;1347
necessarily,high_school,,必然的に,high_word_list,1048;1551
necessity,high_school,,必要,high_word_list,594
neglect,high_school,,無視する,high_word_list,2012;2352
negotiate,high_school,,交渉する,high_word_list,1067;1570
negotiation,high_school,,交渉,high_word_list,733;1236
neighborhood,high_school,,近所,high_word_list,595
nerve,high_school,,神経,high_word_list,1779;2119
nervous,high_school,,あがっている,high_word_list,1185;1688
nevertheless,high_school,,にもかかわらず,high_word_list,1210;1713
newly,high_school,,新たに,high_word_list,910;1413
nod,high_school,,うなずく,high_word_list,2024;2364
nor,high_school,,もない,high_word_list,103
normally,high_school,,通常は,high_word_list,873;1376
notice,high_school,,気づく,high_word_list,803;1306
notion,high_school,,考え,high_word_list,596
nowhere,high_school,,どこにも,high_word_list,1068;1571
numerous,high_school,,多数の,high_word_list,1891;2231
object,high_school,,物体,high_word_list,150
objective,high_school,,目標,high_word_list,130
obligation,high_school,,義務,high_word_list,1822;2162
observation,high_school,,観察,high_word_list,597
observe,high_school,,観察する,high_word_list,421
observer,high_school,,観察者,high_word_list,904;1407
obtain,high_school,,手に入れる,high_word_list,1124;1627
obvious,high_school,,明白な,high_word_list,132
obviously,high_school,,明らかに,high_word_list,1049;1552
occasion,high_school,,特定の時,high_word_list,946;1449
occasionally,high_school,,時折,high_word_list,659
occupation,high_school,,職業,high_word_list,598
occupy,high_school,,占める,high_word_list,804;1307
occur,high_school,,発生する,high_word_list,175
odd,high_school,,変な,high_word_list,1740;2080
operate,high_school,,操作する,high_word_list,240
operating,high_school,,作動している,high_word_list,1200;1703
operator,high_school,,操作者,high_word_list,942;1445
opponent,high_school,,相手,high_word_list,674
opportunity,high_school,,機会,high_word_list,408
oppose,high_school,,反対する,high_word_list,994;1497
opposite,high_school,,反対の,high_word_list,846;1349
opposition,high_school,,反対,high_word_list,171
orbit,high_school,,軌道,high_word_list,1826;2166
organization,high_school,,組織,high_word_list,600
organize,high_school,,組織する,high_word_list,995;1498
origin,high_school,,起源,high_word_list,601
originate,high_school,,始まる,high_word_list,1944;2284
otherwise,high_school,,さもなければ,high_word_list,492
outcome,high_school,,結果,high_word_list,381
output,high_school,,生産量,high_word_list,1896;2236
overall,high_school,,全体的な,high_word_list,241
overcome,high_school,,克服する,high_word_list,996;1499
overwhelming,high_school,,圧倒的な,high_word_list,2011;2351
owe,high_school,,借りている,high_word_list,2038;2378
painful,high_school,,苦痛な,high_word_list,1924;2264
palm,high_school,,手のひら,high_word_list,306
pan,high_school,,フライパン,high_word_list,472
parallel,high_school,,平行の,high_word_list,1876;2216
parking,high_school,,駐車場,high_word_list,936;1439
parliament,high_school,,議会,high_word_list,1821;2161
participant,high_school,,参加者,high_word_list,1912;2252
participate,high_school,,参加する,high_word_list,997;1500
particular,high_school,,特定の,high_word_list,183
particularly,high_school,,特に,high_word_list,11
partly,high_school,,部分的に,high_word_list,1057;1560
partnership,high_school,,共同,high_word_list,683
party,high_school,,政党,high_word_list,256
passage,high_school,,一節,high_word_list,603
passenger,high_school,,乗客,high_word_list,604
passion,high_school,,熱望,high_word_list,1752;2092
passive,high_school,,受身の,high_word_list,1908;2248
patch,high_school,,あて布,high_word_list,898;1401
path,high_school,,小道,high_word_list,287
patience,high_school,,辛抱強さ,high_word_list,1984;2324
patient,high_school,,我慢強い,high_word_list,1037;1540
peak,high_school,,頂上,high_word_list,16
peculiar,high_school,,奇妙な,high_word_list,1932;2272
peer,high_school,,同僚,high_word_list,13
pension,high_school,,年金,high_word_list,672
perceive,high_school,,知覚する,high_word_list,998;1501
percentage,high_school,,割合,high_word_list,47
perception,high_school,,知覚,high_word_list,1848;2188
permanent,high_school,,永久の,high_word_list,1938;2278
permission,high_school,,許可,high_word_list,760;1263
permit,high_school,,許可する,high_word_list,999;1502
personality,high_school,,人格,high_word_list,605
personally,high_school,,個人的に,high_word_list,1092;1595
personnel,high_school,,人事,high_word_list,762;1265
perspective,high_school,,見解,high_word_list,1849;2189
persuade,high_school,,説得する,high_word_list,1000;1503
phase,high_school,,段階,high_word_list,18
phenomenon,high_school,,現象,high_word_list,606
philosopher,high_school,,哲学者,high_word_list,780;1283
philosophy,high_school,,哲学,high_word_list,607
physical,high_school,,身体の,high_word_list,264
physician,high_school,,医師,high_word_list,710
physics,high_school,,物理学,high_word_list,781;1284
pile,high_school,,積み重ね,high_word_list,1979;2319
pioneer,high_school,,開拓者,high_word_list,1935;2275
pit,high_school,,くぼみ,high_word_list,901;1404
pitch,high_school,,投げる,high_word_list,80
plain,high_school,,簡素な,high_word_list,1933;2273
pleasant,high_school,,楽しい,high_word_list,847;1350
plenty,high_school,,たくさん,high_word_list,947;1450
plot,high_school,,話の筋,high_word_list,888;1391
policy,high_school,,政策,high_word_list,258
polite,high_school,,礼儀正しい,high_word_list,1138;1641
political,high_school,,政治の,high_word_list,257
politician,high_school,,政治家,high_word_list,782;1285
politics,high_school,,政治,high_word_list,608
poll,high_school,,投票,high_word_list,193
popularity,high_school,,人気,high_word_list,609
population,high_school,,人口,high_word_list,261
portion,high_school,,部分,high_word_list,1742;2082
portrait,high_school,,肖像画,high_word_list,896;1399
pose,high_school,,姿勢,high_word_list,664
possess,high_school,,所有する,high_word_list,1001;1504
possession,high_school,,所有,high_word_list,1789;2129
possibility,high_school,,可能性,high_word_list,445
possibly,high_school,,ひょっとすると,high_word_list,1211;1714
potential,high_school,,潜在的な,high_word_list,1038;1541
potentially,high_school,,潜在的な,high_word_list,1097;1600
pour,high_school,,注ぐ,high_word_list,1766;2106
poverty,high_school,,貧困,high_word_list,743;1246
practical,high_school,,実用的な,high_word_list,312
practically,high_school,,実質的に,high_word_list,1989;2329
praise,high_school,,ほめる,high_word_list,805;1308
pray,high_school,,祈る,high_word_list,1827;2167
prayer,high_school,,祈り,high_word_list,690
precise,high_school,,正確な,high_word_list,1899;2239
precisely,high_school,,正確に,high_word_list,1897;2237
predict,high_school,,予想する,high_word_list,1002;1505
prefer,high_school,,より好む,high_word_list,466
preference,high_school,,好み,high_word_list,1810;2150
pregnant,high_school,,妊娠した,high_word_list,1069;1572
prejudice,high_school,,先入観,high_word_list,1894;2234
preparation,high_school,,準備,high_word_list,736;1239
presence,high_school,,存在,high_word_list,610
present,high_school,,現在の,high_word_list,292
press,high_school,,押す,high_word_list,56
pretend,high_school,,ふりをする,high_word_list,1125;1628
prevent,high_school,,妨げる,high_word_list,137
previous,high_school,,前の,high_word_list,656
previously,high_school,,以前は,high_word_list,102
primarily,high_school,,主として,high_word_list,1987;2327
primary,high_school,,最初の,high_word_list,848;1351
prime,high_school,,主要な,high_word_list,1909;2249
primitive,high_school,,原始的な,high_word_list,1039;1542
principal,high_school,,第一の,high_word_list,1889;2229
principle,high_school,,原理,high_word_list,373
prior,high_school,,優先の,high_word_list,126
priority,high_school,,優先度,high_word_list,66
prison,high_school,,刑務所,high_word_list,387
prisoner,high_school,,囚人,high_word_list,25
privilege,high_school,,特権,high_word_list,1754;2094
procedure,high_school,,手続き,high_word_list,304
proceed,high_school,,進む,high_word_list,1777;2117
production,high_school,,生産,high_word_list,251
profession,high_school,,職業,high_word_list,1782;2122
profit,high_school,,利益,high_word_list,611
profound,high_school,,深い,high_word_list,1780;2120
progression,high_school,,進行,high_word_list,112
promote,high_school,,促進する,high_word_list,1003;1506
promotion,high_school,,昇進,high_word_list,759;1262
prompt,high_school,,即座の,high_word_list,937;1440
pronunciation,high_school,,発音,high_word_list,1749;2089
proof,high_school,,証拠,high_word_list,612
proper,high_school,,適切な,high_word_list,849;1352
properly,high_school,,適切に,high_word_list,874;1377
property,high_school,,財産,high_word_list,613
proportion,high_school,,比率,high_word_list,614
proposal,high_school,,提案,high_word_list,203
propose,high_school,,提案する,high_word_list,1004;1507
proposed,high_school,,提案した,high_word_list,1096;1599
prosecution,high_school,,起訴,high_word_list,709
prosecutor,high_school,,検察官,high_word_list,911;1414
prospect,high_school,,見通し,high_word_list,1921;2261
protein,high_school,,タンパク質,high_word_list,1151;1654
proud,high_school,,自慢に思って,high_word_list,1186;1689
proverb,high_school,,ことわざ,high_word_list,948;1451
province,high_school,,州,high_word_list,296
provision,high_school,,供給,high_word_list,398
psychological,high_school,,心理的な,high_word_list,269
psychologist,high_school,,心理学者,high_word_list,949;1452
public,high_school,,公共の,high_word_list,358
publication,high_school,,出版物,high_word_list,928;1431
punish,high_school,,罰する,high_word_list,806;1309
pupil,high_school,,生徒,high_word_list,1774;2114
purchase,high_school,,購入する,high_word_list,1005;1508
pure,high_school,,純粋な,high_word_list,884;1387
purpose,high_school,,目的,high_word_list,131
pursuit,high_school,,追跡,high_word_list,1762;2102
qualify,high_school,,資格を与える,high_word_list,1201;1704
quality,high_school,,質,high_word_list,315
quit,high_school,,やめる,high_word_list,807;1310
racial,high_school,,人種の,high_word_list,1900;2240
radical,high_school,,急進的な,high_word_list,1073;1576
range,high_school,,範囲,high_word_list,170
rapid,high_school,,急速な,high_word_list,938;1441
rare,high_school,,まれな,high_word_list,850;1353
rarely,high_school,,めったに～ない,high_word_list,1213;1716
rather,high_school,,むしろ,high_word_list,106
rating,high_school,,評価,high_word_list,7
rational,high_school,,理性的な,high_word_list,1955;2295
ray,high_school,,光線,high_word_list,1811;2151
react,high_school,,反応する,high_word_list,1006;1509
reaction,high_school,,反応,high_word_list,615
rear,high_school,,後部の,high_word_list,1916;2256
reasonable,high_school,,理性のある,high_word_list,1140;1643
rebel,high_school,,反逆者,high_word_list,916;1419
recall,high_school,,呼び戻す,high_word_list,365
recent,high_school,,最近の,high_word_list,344
recession,high_school,,不況,high_word_list,675
recognition,high_school,,認識,high_word_list,1845;2185
recommend,high_school,,薦める,high_word_list,808;1311
recommendation,high_school,,推薦,high_word_list,744;1247
recover,high_school,,回復する,high_word_list,1007;1510
recovery,high_school,,回復,high_word_list,671
reduce,high_school,,減らす,high_word_list,372
reduction,high_school,,削減,high_word_list,337
refer,high_school,,言及する,high_word_list,368
reference,high_school,,参照,high_word_list,1812;2152
reflection,high_school,,反映,high_word_list,1748;2088
refugee,high_school,,難民,high_word_list,182
regarding,high_school,,に関して,high_word_list,1090;1593
regardless,high_school,,にも関わらず,high_word_list,2060;2400
regime,high_school,,政権,high_word_list,22
region,high_school,,地域,high_word_list,616
regional,high_school,,地方の,high_word_list,213
regret,high_school,,後悔する,high_word_list,360
regulation,high_school,,規制,high_word_list,61
reject,high_school,,拒絶する,high_word_list,1008;1511
relative,high_school,,相対的な,high_word_list,1975;2315
relevant,high_school,,関連のある,high_word_list,417
reliable,high_school,,頼りになる,high_word_list,2027;2367
relief,high_school,,安堵,high_word_list,1841;2181
relieve,high_school,,和らげる,high_word_list,1953;2293
religion,high_school,,宗教,high_word_list,617
rely,high_school,,頼る,high_word_list,646
remain,high_school,,残る,high_word_list,469
remaining,high_school,,残り,high_word_list,334
remark,high_school,,ことば,high_word_list,783;1286
remarkable,high_school,,目立った,high_word_list,1040;1543
remote,high_school,,遠い,high_word_list,1837;2177
rent,high_school,,家賃,high_word_list,54
repair,high_school,,修理する,high_word_list,1011;1514
replace,high_school,,取って代わる,high_word_list,1175;1678
represent,high_school,,表す,high_word_list,8
representation,high_school,,表現,high_word_list,668
representative,high_school,,代表者,high_word_list,230
republic,high_school,,共和国,high_word_list,1926;2266
reputation,high_school,,評判,high_word_list,618
reserve,high_school,,取っておく,high_word_list,1127;1630
resist,high_school,,抵抗する,high_word_list,2015;2355
resistance,high_school,,抵抗,high_word_list,204
resolution,high_school,,解決,high_word_list,52
resolve,high_school,,解決する,high_word_list,2008;2348
respond,high_school,,反応する,high_word_list,1012;1515
responsibility,high_school,,責任,high_word_list,248
responsible,high_school,,責任がある,high_word_list,1141;1644
restore,high_school,,修復する,high_word_list,1085;1588
restrict,high_school,,制限する,high_word_list,1981;2321
restriction,high_school,,制限,high_word_list,756;1259
retain,high_school,,保持する,high_word_list,1963;2303
retire,high_school,,退職する,high_word_list,1013;1516
retirement,high_school,,退職,high_word_list,742;1245
revenue,high_school,,収益,high_word_list,298
reverse,high_school,,反対の,high_word_list,929;1432
revolution,high_school,,革命,high_word_list,619
reward,high_school,,褒美,high_word_list,620
rid,high_school,,取り除く,high_word_list,308
ritual,high_school,,儀式,high_word_list,1824;2164
roll,high_school,,転がる,high_word_list,809;1312
rough,high_school,,ごつごつした,high_word_list,1187;1690
rub,high_school,,こする,high_word_list,895;1398
rude,high_school,,失礼な,high_word_list,1910;2250
ruin,high_school,,台無しにする,high_word_list,2056;2396
rural,high_school,,田舎の,high_word_list,851;1354
sacrifice,high_school,,犠牲,high_word_list,1823;2163
salary,high_school,,給与,high_word_list,750;1253
satellite,high_school,,衛星,high_word_list,766;1269
satisfaction,high_school,,満足,high_word_list,757;1260
satisfactory,high_school,,満足のいく,high_word_list,2029;2369
scatter,high_school,,まき散らす,high_word_list,2048;2388
scheme,high_school,,計画,high_word_list,383
scholar,high_school,,学者,high_word_list,1829;2169
scientific,high_school,,科学の,high_word_list,100
sculpture,high_school,,彫刻,high_word_list,758;1261
seat,high_school,,着席させる,high_word_list,212
secretary,high_school,,秘書,high_word_list,169
seed,high_school,,種子,high_word_list,1795;2135
seek,high_school,,求める,high_word_list,95
seize,high_school,,つかむ,high_word_list,915;1418
seldom,high_school,,めったに…しない,high_word_list,1220;1723
senate,high_school,,上院,high_word_list,278
sensible,high_school,,分別のある,high_word_list,2031;2371
sensitive,high_school,,敏感な,high_word_list,852;1355
sequence,high_school,,連続,high_word_list,1
servant,high_school,,使用人,high_word_list,1911;2251
settle,high_school,,決着させる,high_word_list,1128;1631
settlement,high_school,,移住,high_word_list,461
several,high_school,,幾つかの,high_word_list,501
shame,high_school,,恥,high_word_list,1859;2199
sharp,high_school,,鋭い,high_word_list,57
shed,high_school,,流す,high_word_list,1788;2128
shit,high_school,,大便,high_word_list,694
shooting,high_school,,撮影,high_word_list,692
shore,high_school,,岸,high_word_list,1861;2201
shortage,high_school,,不足,high_word_list,621
shortly,high_school,,まもなく,high_word_list,1087;1590
shrug,high_school,,肩をすくめる,high_word_list,1197;1700
sigh,high_school,,ため息をつく,high_word_list,1195;1698
significance,high_school,,重要性,high_word_list,784;1287
significant,high_school,,重要な,high_word_list,854;1357
significantly,high_school,,かなり,high_word_list,107
silly,high_school,,馬鹿な,high_word_list,855;1358
similarity,high_school,,類似性,high_word_list,1863;2203
similarly,high_school,,同様に,high_word_list,890;1393
slide,high_school,,滑る,high_word_list,45
slight,high_school,,かすかな,high_word_list,1041;1544
slightly,high_school,,わずかに,high_word_list,1050;1553
slip,high_school,,滑る,high_word_list,46
smart,high_school,,頭の良い,high_word_list,1042;1545
snap,high_school,,パチンと鳴らす,high_word_list,1212;1715
so-called,high_school,,いわゆる,high_word_list,1093;1596
social,high_school,,社会の,high_word_list,86
socially,high_school,,社会的に,high_word_list,1988;2328
solid,high_school,,固い,high_word_list,657
solution,high_school,,解決策,high_word_list,785;1288
somewhat,high_school,,いくぶん,high_word_list,1052;1555
sophisticated,high_school,,洗練された,high_word_list,1167;1670
source,high_school,,源,high_word_list,371
spill,high_school,,こぼす,high_word_list,920;1423
spin,high_school,,回す,high_word_list,50
spiritual,high_school,,精神の,high_word_list,1895;2235
split,high_school,,割る,high_word_list,48
spoil,high_school,,台無しにする,high_word_list,2057;2397
squeeze,high_school,,絞る,high_word_list,704
stable,high_school,,安定した,high_word_list,1075;1578
stake,high_school,,くい,high_word_list,667
stare,high_school,,じっと見つめる,high_word_list,1208;1711
state,high_school,,状態,high_word_list,277
statistics,high_school,,統計,high_word_list,1759;2099
status,high_school,,状態,high_word_list,622
steadily,high_school,,着実に,high_word_list,1887;2227
steady,high_school,,着実な,high_word_list,1888;2228
steel,high_school,,鋼鉄,high_word_list,349
stimulate,high_school,,刺激する,high_word_list,1016;1519
storage,high_school,,保存,high_word_list,765;1268
strain,high_school,,張る,high_word_list,662
strategy,high_school,,戦略,high_word_list,244
stream,high_school,,流れ,high_word_list,3
stretch,high_school,,広がる,high_word_list,810;1313
string,high_school,,紐,high_word_list,473
stroke,high_school,,打撃,high_word_list,663
strongly,high_school,,強く,high_word_list,728;1231
structure,high_school,,構造,high_word_list,353
stupid,high_school,,馬鹿な,high_word_list,856;1359
submit,high_school,,提出する,high_word_list,1101;1604
substance,high_school,,物質,high_word_list,623
substitute,high_school,,代わりに使う,high_word_list,2058;2398
subtle,high_school,,微妙な,high_word_list,1879;2219
suburb,high_school,,郊外,high_word_list,1807;2147
sudden,high_school,,突然の,high_word_list,857;1360
suffer,high_school,,苦しむ,high_word_list,91
suffering,high_school,,苦しみ,high_word_list,905;1408
sufficient,high_school,,十分な,high_word_list,1907;2247
suggest,high_school,,提案する,high_word_list,202
suggestion,high_school,,提案,high_word_list,15
suicide,high_school,,自殺,high_word_list,689
suit,high_school,,適合する,high_word_list,1017;1520
suitable,high_school,,適した,high_word_list,858;1361
sum,high_school,,合計,high_word_list,624
summit,high_school,,頂上,high_word_list,723;1226
superior,high_school,,より優れた,high_word_list,1142;1645
supporter,high_school,,支援者,high_word_list,878;1381
suppose,high_school,,だと思う,high_word_list,484
suppress,high_school,,抑える,high_word_list,1864;2204
supreme,high_school,,最高の,high_word_list,88
surface,high_school,,表面,high_word_list,160
surgery,high_school,,手術,high_word_list,26
suspect,high_school,,疑う,high_word_list,649;1216;1719
sustain,high_school,,保持する,high_word_list,1103;1606
swallow,high_school,,飲み込む,high_word_list,2010;2350
swear,high_school,,誓う,high_word_list,721;1224
sweep,high_school,,掃く,high_word_list,1770;2110
symptom,high_school,,症状,high_word_list,669
tail,high_school,,尾,high_word_list,166
tale,high_school,,お話,high_word_list,1852;2192
talent,high_school,,才能,high_word_list,627
tap,high_school,,軽くたたく,high_word_list,1150;1653
task,high_school,,仕事,high_word_list,333
taste,high_school,,味,high_word_list,136
technical,high_school,,技術上の,high_word_list,1044;1547
teenager,high_school,,十代,high_word_list,706
telescope,high_school,,望遠鏡,high_word_list,1871;2211
temperature,high_school,,温度,high_word_list,449
temporary,high_school,,一時的な,high_word_list,1099;1602
tension,high_school,,緊張,high_word_list,1820;2160
term,high_school,,期間,high_word_list,410
terms,high_school,,期間,high_word_list,411
terror,high_school,,恐怖,high_word_list,716
testing,high_school,,試している,high_word_list,1162;1665
theory,high_school,,理論,high_word_list,117
therapy,high_school,,治療,high_word_list,740;1243
therefore,high_school,,それゆえ,high_word_list,488
threat,high_school,,脅威,high_word_list,628
threaten,high_school,,脅かす,high_word_list,811;1314
throat,high_school,,のど,high_word_list,665
throughout,high_school,,至るところに,high_word_list,327
tide,high_school,,潮,high_word_list,1858;2198
till,high_school,,まで,high_word_list,470
tip,high_school,,先,high_word_list,1860;2200
tissue,high_school,,組織,high_word_list,687
toe,high_school,,つま先,high_word_list,921;1424
tongue,high_school,,言葉,high_word_list,629
totally,high_school,,完全に,high_word_list,877;1380
toward,high_school,,向かって,high_word_list,356
towards,high_school,,の方へ,high_word_list,104
trading,high_school,,取引,high_word_list,737;1240
traditionally,high_school,,伝統的に,high_word_list,1968;2308
traffic,high_school,,交通,high_word_list,359
traffic jam,high_school,,交通渋滞,high_word_list,2000;2340
tragedy,high_school,,悲劇,high_word_list,1747;2087
trait,high_school,,特性,high_word_list,1753;2093
transfer,high_school,,移す,high_word_list,650
transform,high_school,,変える,high_word_list,812;1315
transition,high_school,,遷移,high_word_list,741;1244
treat,high_school,,扱う,high_word_list,60
treatment,high_school,,扱い,high_word_list,631
treaty,high_school,,条約,high_word_list,677
tremendous,high_school,,非常に大きな,high_word_list,2053;2393
tribe,high_school,,部族,high_word_list,632
trigger,high_school,,引き金,high_word_list,941;1444
troop,high_school,,群れ,high_word_list,389
tropical,high_school,,熱帯の,high_word_list,1881;2221
truly,high_school,,真に,high_word_list,267
truth,high_school,,真実,high_word_list,266
twin,high_school,,ふたご,high_word_list,883;1386
twist,high_school,,捻る,high_word_list,10
typical,high_school,,典型的な,high_word_list,1045;1548
typically,high_school,,典型的に,high_word_list,1082;1585
ultimate,high_school,,究極の,high_word_list,1930;2270
unable,high_school,,できない,high_word_list,477
undergo,high_school,,経験する,high_word_list,2003;2343
unemployment,high_school,,失業,high_word_list,1797;2137
unfortunately,high_school,,残念なことに,high_word_list,1193;1696
union,high_school,,統合,high_word_list,634
unit,high_school,,単位,high_word_list,223
universal,high_school,,普遍的な,high_word_list,1046;1549
unknown,high_school,,未知の,high_word_list,861;1364
unless,high_school,,でない限り,high_word_list,476
unlike,high_school,,とは違って,high_word_list,1149;1652
unlikely,high_school,,起こりそうにない,high_word_list,2059;2399
unpleasant,high_school,,不愉快な,high_word_list,1965;2305
unusual,high_school,,めずらしい,high_word_list,1144;1647
update,high_school,,更新する,high_word_list,1996;2336
upset,high_school,,気持ちが動揺した,high_word_list,1219;1722
urban,high_school,,都会の,high_word_list,862;1365
urge,high_school,,強く促す,high_word_list,2022;2362
useless,high_school,,役に立たない,high_word_list,1189;1692
valuable,high_school,,貴重な,high_word_list,863;1366
variation,high_school,,変化,high_word_list,666
vary,high_school,,多様化する,high_word_list,494
vehicle,high_school,,乗り物,high_word_list,786;1289
venture,high_school,,冒険的事業,high_word_list,1152;1655
verbal,high_school,,言葉の,high_word_list,1949;2289
vessel,high_school,,容器,high_word_list,713
via,high_school,,～経由で,high_word_list,1078;1581
vice,high_school,,副,high_word_list,1855;2195
victim,high_school,,犠牲者,high_word_list,787;1290
viewer,high_school,,観察者,high_word_list,914;1417
virtually,high_school,,実質的に,high_word_list,1053;1556
virtue,high_school,,徳,high_word_list,1857;2197
virus,high_school,,ウイルス,high_word_list,951;1454
visible,high_school,,目に見える,high_word_list,1145;1648
vision,high_school,,未来像,high_word_list,788;1291
vital,high_school,,極めて重要な,high_word_list,1190;1693
vote,high_school,,投票する,high_word_list,1022;1525
voter,high_school,,投票者,high_word_list,78
voyage,high_school,,航海,high_word_list,1808;2148
vulnerable,high_school,,傷つきやすい,high_word_list,1203;1706
wage,high_school,,賃金,high_word_list,1763;2103
wan,high_school,,青ざめた,high_word_list,2025;2365
warn,high_school,,警告する,high_word_list,1023;1526
wealthy,high_school,,裕福な,high_word_list,864;1367
welcome,high_school,,歓迎される,high_word_list,1146;1649
whatever,high_school,,なんでも,high_word_list,448
whenever,high_school,,する時はいつでも,high_word_list,1221;1724
whereas,high_school,,である一方で,high_word_list,2062;2402
wherever,high_school,,どこでも,high_word_list,1055;1558
whether,high_school,,どちらか,high_word_list,475
whisper,high_school,,ささやく,high_word_list,2018;2358
whom,high_school,,誰を,high_word_list,19
widely,high_school,,広範囲に,high_word_list,1054;1557
wildlife,high_school,,野生動物,high_word_list,1102;1605
willing,high_school,,いとわない,high_word_list,1147;1650
win,high_school,,勝つ,high_word_list,288
wipe,high_school,,拭く,high_word_list,24
wise,high_school,,賢い,high_word_list,36
withdraw,high_school,,撤回する,high_word_list,1079;1582
within,high_school,,以内で,high_word_list,101
witness,high_school,,目撃者,high_word_list,789;1292
worried,high_school,,心配した,high_word_list,1098;1601
yell,high_school,,大声を上げる,high_word_list,2055;2395
yield,high_school,,産出する,high_word_list,1072;1575
