expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
batch,batch,word,ひとまとめ,ひとまとめ,exam,3,pre1,pre1,名詞,pre1:600,1,pre1_or_1_deferred
beak,beak,word,くちばし,くちばし,exam,3,pre1,pre1,名詞,pre1:1284,1,pre1_or_1_deferred
beard,beard,word,ひげ，あごひげ,ひげ，あごひげ,exam,3,pre1,pre1,名詞,pre1:244,1,pre1_or_1_deferred
beckon,beckon,word,手招きする,手招きする / 手招きする，招く,exam,3,pre1,pre1;1,動詞,pre1:3276;1:859,2,pre1_or_1_deferred
beggar,beggar,word,乞食，物乞い,乞食，物乞い / 乞食,exam,3,pre1,pre1;1,名詞,pre1:102;1:2488,2,pre1_or_1_deferred
behavioral,behavioral,word,行動上の，行動の,行動上の，行動の,exam,3,pre1,pre1;1,形容詞,pre1:2391;1:66,2,pre1_or_1_deferred
bellybutton,bellybutton,word,へそ，へその緒がついていた傷痕,へそ，へその緒がついていた傷痕,exam,3,pre1,pre1,名詞,pre1:1439,1,pre1_or_1_deferred
bestow,bestow,word,を授ける，与える,を授ける，与える,exam,3,pre1,pre1,動詞,pre1:1695,1,pre1_or_1_deferred
betrayal,betrayal,word,裏切り，密告,裏切り，密告,exam,3,pre1,pre1,名詞,pre1:1336,1,pre1_or_1_deferred
beware,beware,word,用心する，気を付ける,用心する，気を付ける,exam,3,pre1,pre1,動詞,pre1:1781,1,pre1_or_1_deferred
bewilder,bewilder,word,当惑させる,当惑させる,exam,3,pre1,pre1,動詞,pre1:1974,1,pre1_or_1_deferred
bias,bias,word,偏見，先入観,偏見，先入観,exam,3,pre1,pre1;1,名詞,pre1:1587;1:59,2,pre1_or_1_deferred
bid,bid,word,入札する,入札する,exam,3,pre1,pre1,動詞,pre1:3308,1,pre1_or_1_deferred
bilingual,bilingual,word,二ヶ国語話者,二ヶ国語話者,exam,3,pre1,pre1,名詞,pre1:1023,1,pre1_or_1_deferred
bimonthly,bimonthly,word,隔月の,隔月の,exam,3,pre1,pre1,形容詞,pre1:1672,1,pre1_or_1_deferred
bin,bin,word,容器,容器,exam,3,pre1,pre1,名詞,pre1:2439,1,pre1_or_1_deferred
biography,biography,word,伝記,伝記,exam,3,pre1,pre1,名詞,pre1:945,1,pre1_or_1_deferred
bizarre,bizarre,word,奇妙な，異様な,奇妙な，異様な,exam,3,pre1,pre1,形容詞,pre1:2777,1,pre1_or_1_deferred
blank,blank,word,白紙の，空白の,白紙の，空白の,exam,3,pre1,pre1,形容詞,pre1:50,1,pre1_or_1_deferred
blatant,blatant,word,露骨な，あからさまな,露骨な，あからさまな,exam,3,pre1,pre1;1,形容詞,pre1:3378;1:563,2,pre1_or_1_deferred
blaze,blaze,word,火炎，炎,火炎，炎,exam,3,pre1,pre1,名詞,pre1:830,1,pre1_or_1_deferred
bleach,bleach,word,を漂白する,を漂白する,exam,3,pre1,pre1,動詞,pre1:1406,1,pre1_or_1_deferred
bleak,bleak,word,吹きさらしの，荒涼とした,吹きさらしの，荒涼とした,exam,3,pre1,pre1;1,形容詞,pre1:2022;1:149,2,pre1_or_1_deferred
blend,blend,word,を混ぜ合わせる，を混ぜる,を混ぜ合わせる，を混ぜる,exam,3,pre1,pre1,動詞,pre1:69,1,pre1_or_1_deferred
bless,bless,word,を祝福する，に授ける,を祝福する，に授ける,exam,3,pre1,pre1,動詞,pre1:196,1,pre1_or_1_deferred
bliss,bliss,word,至福，極楽,至福，極楽,exam,3,pre1,pre1;1,名詞,pre1:1716;1:396,2,pre1_or_1_deferred
blister,blister,word,水膨れ、水疱,水膨れ、水疱 / 水膨れ，水疱,exam,3,pre1,pre1;1,名詞,pre1:3153;1:1763,2,pre1_or_1_deferred
blizzard,blizzard,word,猛吹雪,猛吹雪,exam,3,pre1,pre1,名詞,pre1:2638,1,pre1_or_1_deferred
blot,blot,word,しみ，汚れ,しみ，汚れ,exam,3,pre1,pre1,名詞,pre1:1392,1,pre1_or_1_deferred
blueprint,blueprint,word,青写真,青写真,exam,3,pre1,pre1,名詞,pre1:999,1,pre1_or_1_deferred
blunt,blunt,word,鈍い,鈍い,exam,3,pre1,pre1,形容詞,pre1:1455,1,pre1_or_1_deferred
blur,blur,word,しみ，汚れ,しみ，汚れ,exam,3,pre1,pre1,名詞,pre1:2298,1,pre1_or_1_deferred
blurry,blurry,word,ぼやけた,ぼやけた,exam,3,pre1,pre1;1,形容詞,pre1:2972;1:3787,2,pre1_or_1_deferred
boast,boast,word,自慢する，誇示する,自慢する，誇示する,exam,3,pre1,pre1;1,動詞,pre1:88;1:319,2,pre1_or_1_deferred
boastful,boastful,word,自慢の，高慢な,自慢の，高慢な,exam,3,pre1,pre1,形容詞,pre1:1900,1,pre1_or_1_deferred
bog,bog,word,沼地,沼地,exam,3,pre1,pre1;1,名詞,pre1:2475;1:3221,2,pre1_or_1_deferred
bondage,bondage,word,緊縛，縛り,緊縛，縛り,exam,3,pre1,pre1,名詞,pre1:2625,1,pre1_or_1_deferred
bonfire,bonfire,word,たき火,たき火,exam,3,pre1,pre1,名詞,pre1:2442,1,pre1_or_1_deferred
boon,boon,word,恩恵,恩恵,exam,3,pre1,pre1;1,名詞,pre1:2708;1:2451,2,pre1_or_1_deferred
bore,bore,word,退屈させる，うんざりさせる,退屈させる，うんざりさせる,exam,3,pre1,pre1,動詞,pre1:217,1,pre1_or_1_deferred
boredom,boredom,word,退屈,退屈,exam,3,pre1,pre1,名詞,pre1:555,1,pre1_or_1_deferred
bosom,bosom,word,乳房，胸,乳房，胸,exam,3,pre1,pre1,名詞,pre1:1777,1,pre1_or_1_deferred
botanical,botanical,word,植物の,植物の,exam,3,pre1,pre1,形容詞,pre1:1463,1,pre1_or_1_deferred
botanist,botanist,word,植物学者，植物研究者,植物学者，植物研究者,exam,3,pre1,pre1;1,名詞,pre1:2841;1:482,2,pre1_or_1_deferred
botany,botany,word,植物学,植物学,exam,3,pre1,pre1,名詞,pre1:2088,1,pre1_or_1_deferred
bough,bough,word,大きな枝,大きな枝,exam,3,pre1,pre1,名詞,pre1:1929,1,pre1_or_1_deferred
boulder,boulder,word,丸石,丸石,exam,3,pre1,pre1,名詞,pre1:2798,1,pre1_or_1_deferred
boulevard,boulevard,word,大通り,大通り,exam,3,pre1,pre1,名詞,pre1:2605,1,pre1_or_1_deferred
bounce,bounce,word,跳ねる，はずむ,跳ねる，はずむ,exam,3,pre1,pre1,動詞,pre1:998,1,pre1_or_1_deferred
bound,bound,word,跳ねる，跳ね返る,跳ねる，跳ね返る,exam,3,pre1,pre1,動詞,pre1:236,1,pre1_or_1_deferred
bout,bout,word,試合，競技,試合，競技,exam,3,pre1,pre1;1,名詞,pre1:3044;1:32,2,pre1_or_1_deferred
brace,brace,word,支える,支える,exam,3,pre1,pre1,動詞,pre1:1958,1,pre1_or_1_deferred
brag,brag,word,自慢,自慢,exam,3,pre1,pre1,動詞,pre1:3296,1,pre1_or_1_deferred
bran,bran,word,ぬか,ぬか / ふすま，ぬか,exam,3,pre1,pre1;1,名詞,pre1:2869;1:2393,2,pre1_or_1_deferred
breach,breach,word,違反,違反,exam,3,pre1,pre1,名詞,pre1:1996,1,pre1_or_1_deferred
breakthrough,breakthrough,word,突破口,突破口,exam,3,pre1,pre1,名詞,pre1:2307,1,pre1_or_1_deferred
brew,brew,word,醸造する,醸造する,exam,3,pre1,pre1,動詞,pre1:1957,1,pre1_or_1_deferred
bribe,bribe,word,賄賂,賄賂 / 賄賂，贈賄,exam,3,pre1,pre1;1,名詞,pre1:1254;1:1074,2,pre1_or_1_deferred
bribery,bribery,word,賄賂の授受，贈収賄,賄賂の授受，贈収賄,exam,3,pre1,pre1;1,名詞,pre1:1969;1:15,2,pre1_or_1_deferred
brightly,brightly,word,明るく，輝いて,明るく，輝いて,exam,3,pre1,pre1,副詞,pre1:5,1,pre1_or_1_deferred
brilliance,brilliance,word,明るさ，光沢,明るさ，光沢,exam,3,pre1,pre1,名詞,pre1:1331,1,pre1_or_1_deferred
brim,brim,word,へり，ふち,へり，ふち,exam,3,pre1,pre1,名詞,pre1:922,1,pre1_or_1_deferred
brink,brink,word,瀬戸際，切羽詰まった状態,瀬戸際，切羽詰まった状態,exam,3,pre1,pre1;1,名詞,pre1:2035;1:323,2,pre1_or_1_deferred
brisk,brisk,word,活発な，元気の良い,活発な，元気の良い,exam,3,pre1,pre1,形容詞,pre1:1915,1,pre1_or_1_deferred
brochure,brochure,word,小冊子,小冊子,exam,3,pre1,pre1,名詞,pre1:1584,1,pre1_or_1_deferred
broom,broom,word,ほうき,ほうき / ほうき，掃除道具,exam,3,pre1,pre1;1,名詞,pre1:1416;1:1035,2,pre1_or_1_deferred
browse,browse,word,拾い読みする，一部読む,拾い読みする，一部読む,exam,3,pre1,pre1;1,動詞,pre1:2910;1:278,2,pre1_or_1_deferred
brutal,brutal,word,残忍な，残酷な,残忍な，残酷な,exam,3,pre1,pre1,形容詞,pre1:566,1,pre1_or_1_deferred
bud,bud,word,つぼみ,つぼみ,exam,3,pre1,pre1,名詞,pre1:436,1,pre1_or_1_deferred
buddy,buddy,word,相棒，仲間,相棒，仲間,exam,3,pre1,pre1,名詞,pre1:2096,1,pre1_or_1_deferred
buffer,buffer,word,緩衝，緩和,緩衝，緩和,exam,3,pre1,pre1;1,名詞,pre1:3394;1:956,2,pre1_or_1_deferred
bug,bug,word,虫，故障,虫，故障,exam,3,pre1,pre1,名詞,pre1:756,1,pre1_or_1_deferred
bulk,bulk,word,大きさ，かさ,大きさ，かさ,exam,3,pre1,pre1,名詞,pre1:625,1,pre1_or_1_deferred
bulky,bulky,word,かさばった，嵩高な,かさばった，嵩高な,exam,3,pre1,pre1;1,形容詞,pre1:1953;1:2153,2,pre1_or_1_deferred
bump,bump,word,こぶ，衝突,こぶ，衝突,exam,3,pre1,pre1,名詞,pre1:705,1,pre1_or_1_deferred
bundle,bundle,word,束，一揃い,束，一揃い / 束，一揃い，一組,exam,3,pre1,pre1;1,名詞,pre1:3389;1:1784,2,pre1_or_1_deferred
bureaucracy,bureaucracy,word,官僚，官僚制度,官僚，官僚制度,exam,3,pre1,pre1,名詞,pre1:1628,1,pre1_or_1_deferred
burglary,burglary,word,強盗，住宅侵入,強盗，住宅侵入,exam,3,pre1,pre1;1,名詞,pre1:2178;1:1098,2,pre1_or_1_deferred
bush,bush,word,茂み，低木,茂み，低木,exam,3,pre1,pre1,名詞,pre1:172,1,pre1_or_1_deferred
butcher,butcher,word,肉屋,肉屋,exam,3,pre1,pre1,名詞,pre1:336,1,pre1_or_1_deferred
butler,butler,word,執事,執事,exam,3,pre1,pre1,名詞,pre1:2661,1,pre1_or_1_deferred
buzz,buzz,word,ざわめく,ざわめく,exam,3,pre1,pre1,動詞,pre1:1280,1,pre1_or_1_deferred
bystander,bystander,word,傍観者，見物人,傍観者，見物人 / 傍観者,exam,3,pre1,pre1;1,名詞,pre1:3094;1:1918,2,pre1_or_1_deferred
cactus,cactus,word,サボテン,サボテン,exam,3,pre1,pre1,名詞,pre1:627,1,pre1_or_1_deferred
cage,cage,word,かご，おり,かご，おり,exam,3,pre1,pre1,名詞,pre1:111,1,pre1_or_1_deferred
calculation,calculation,word,計算，算定,計算，算定,exam,3,pre1,pre1,名詞,pre1:720,1,pre1_or_1_deferred
calmly,calmly,word,落ち着いて，静かに,落ち着いて，静かに,exam,3,pre1,pre1,副詞,pre1:151,1,pre1_or_1_deferred
camel,camel,word,ラクダ,ラクダ,exam,3,pre1,pre1,名詞,pre1:2747,1,pre1_or_1_deferred
canal,canal,word,運河,運河,exam,3,pre1,pre1,名詞,pre1:433,1,pre1_or_1_deferred
candid,candid,word,率直な、正直な,率直な、正直な / 率直な，正直な,exam,3,pre1,pre1;1,形容詞,pre1:3092;1:1604,2,pre1_or_1_deferred
canine,canine,word,イヌの，イヌ科の,イヌの，イヌ科の / 犬の，犬用の,exam,3,pre1,pre1;1,形容詞,pre1:656;1:1385,2,pre1_or_1_deferred
canyon,canyon,word,峡谷,峡谷,exam,3,pre1,pre1,名詞,pre1:1326,1,pre1_or_1_deferred
capability,capability,word,容量，能力,容量，能力,exam,3,pre1,pre1,名詞,pre1:1231,1,pre1_or_1_deferred
capitalism,capitalism,word,資本主義,資本主義,exam,3,pre1,pre1,名詞,pre1:502,1,pre1_or_1_deferred
captivate,captivate,word,を魅了する,を魅了する,exam,3,pre1,pre1,動詞,pre1:2736,1,pre1_or_1_deferred
captivity,captivity,word,監禁，囚禁,監禁，囚禁,exam,3,pre1,pre1;1,名詞,pre1:2305;1:121,2,pre1_or_1_deferred
carbohydrate,carbohydrate,word,炭水化物,炭水化物,exam,3,pre1,pre1,名詞,pre1:2943,1,pre1_or_1_deferred
caricature,caricature,word,風刺画,風刺画,exam,3,pre1,pre1;1,名詞,pre1:3074;1:2755,2,pre1_or_1_deferred
cart,cart,word,荷車，荷馬車,荷車，荷馬車,exam,3,pre1,pre1,名詞,pre1:83,1,pre1_or_1_deferred
cartoon,cartoon,word,漫画,漫画,exam,3,pre1,pre1,名詞,pre1:1368,1,pre1_or_1_deferred
carve,carve,word,を彫る,を彫る,exam,3,pre1,pre1,動詞,pre1:900,1,pre1_or_1_deferred
casualty,casualty,word,犠牲者，被害者,犠牲者，被害者,exam,3,pre1,pre1,名詞,pre1:2126,1,pre1_or_1_deferred
catastrophe,catastrophe,word,大惨事,大惨事,exam,3,pre1,pre1,名詞,pre1:735;pre1:3269,2,pre1_or_1_deferred
cathedral,cathedral,word,大聖堂,大聖堂,exam,3,pre1,pre1,名詞,pre1:758,1,pre1_or_1_deferred
ceaseless,ceaseless,word,絶え間ない,絶え間ない,exam,3,pre1,pre1,形容詞,pre1:2776,1,pre1_or_1_deferred
celestial,celestial,word,天体の，天国の,天体の，天国の / 天体の，星座の,exam,3,pre1,pre1;1,形容詞,pre1:2473;1:1372,2,pre1_or_1_deferred
cemetery,cemetery,word,お墓，墓地,お墓，墓地,exam,3,pre1,pre1,名詞,pre1:1391,1,pre1_or_1_deferred
censor,censor,word,検閲官,検閲官,exam,3,pre1,pre1,名詞,pre1:2510,1,pre1_or_1_deferred
census,census,word,国勢調査，人口調査,国勢調査，人口調査,exam,3,pre1,pre1,名詞,pre1:1534,1,pre1_or_1_deferred
certificate,certificate,word,証書，証券,証書，証券,exam,3,pre1,pre1,名詞,pre1:1043,1,pre1_or_1_deferred
certify,certify,word,証明する,証明する,exam,3,pre1,pre1,動詞,pre1:3106,1,pre1_or_1_deferred
chairperson,chairperson,word,議長,議長,exam,3,pre1,pre1,名詞,pre1:970,1,pre1_or_1_deferred
chant,chant,word,聖歌，歌,聖歌，歌 / 単調な歌，一本調子の歌,exam,3,pre1,pre1;1,名詞,pre1:2532;1:909,2,pre1_or_1_deferred
chaos,chaos,word,混沌,混沌,exam,3,pre1,pre1,名詞,pre1:834,1,pre1_or_1_deferred
chaotic,chaotic,word,混沌とした,混沌とした,exam,3,pre1,pre1,形容詞,pre1:3265,1,pre1_or_1_deferred
chatter,chatter,word,おしゃべり,おしゃべり,exam,3,pre1,pre1,名詞,pre1:3053,1,pre1_or_1_deferred
chauffeur,chauffeur,word,運転手,運転手,exam,3,pre1,pre1,名詞,pre1:2669,1,pre1_or_1_deferred
cheeky,cheeky,word,生意気な，ずうずうしい,生意気な，ずうずうしい,exam,3,pre1,pre1,形容詞,pre1:2724,1,pre1_or_1_deferred
cheery,cheery,word,陽気な，明るい,陽気な，明るい,exam,3,pre1,pre1,形容詞,pre1:2547,1,pre1_or_1_deferred
cherish,cherish,word,大切にする，希望を抱く,大切にする，希望を抱く,exam,3,pre1,pre1,動詞,pre1:1802,1,pre1_or_1_deferred
childbirth,childbirth,word,出産，分娩,出産，分娩,exam,3,pre1,pre1;1,名詞,pre1:2859;1:384,2,pre1_or_1_deferred
chill,chill,word,冷たさ，寒気,冷たさ，寒気,exam,3,pre1,pre1,名詞,pre1:188,1,pre1_or_1_deferred
chilly,chilly,word,肌寒い,肌寒い,exam,3,pre1,pre1,形容詞,pre1:1067,1,pre1_or_1_deferred
chimney,chimney,word,煙突,煙突,exam,3,pre1,pre1,名詞,pre1:10,1,pre1_or_1_deferred
choke,choke,word,のどに詰まらせる,のどに詰まらせる,exam,3,pre1,pre1,動詞,pre1:3380,1,pre1_or_1_deferred
chore,chore,word,雑用,雑用,exam,3,pre1,pre1,名詞,pre1:3148,1,pre1_or_1_deferred
chronic,chronic,word,慢性的な,慢性的な,exam,3,pre1,pre1,形容詞,pre1:2448,1,pre1_or_1_deferred
chronological,chronological,word,年代順の,年代順の,exam,3,pre1,pre1,形容詞,pre1:3081,1,pre1_or_1_deferred
chuckle,chuckle,word,含み笑い、ほくそ笑い,含み笑い、ほくそ笑い / 含み笑い，ほくそ笑い,exam,3,pre1,pre1;1,名詞,pre1:3291;1:1764,2,pre1_or_1_deferred
chunk,chunk,word,厚切り，かたまり,厚切り，かたまり,exam,3,pre1,pre1,名詞,pre1:2363,1,pre1_or_1_deferred
citation,citation,word,引用/他人の言葉や文章を取り上げる,引用/他人の言葉や文章を取り上げる / 引用，他人の言葉や文章を取り上げる,exam,3,pre1,pre1;1,名詞,pre1:3171;1:1731,2,pre1_or_1_deferred
citizenship,citizenship,word,市民権，公民権,市民権，公民権,exam,3,pre1,pre1,名詞,pre1:1750,1,pre1_or_1_deferred
civic,civic,word,市民の,市民の,exam,3,pre1,pre1,形容詞,pre1:1476,1,pre1_or_1_deferred
clap,clap,word,手をたたく,手をたたく,exam,3,pre1,pre1,動詞,pre1:346,1,pre1_or_1_deferred
clarity,clarity,word,明快さ，明瞭,明快さ，明瞭,exam,3,pre1,pre1,名詞,pre1:2032,1,pre1_or_1_deferred
clasp,clasp,word,留め金,留め金,exam,3,pre1,pre1,名詞,pre1:2038,1,pre1_or_1_deferred
classify,classify,word,に分類する，類別する,に分類する，類別する,exam,3,pre1,pre1,動詞,pre1:1202,1,pre1_or_1_deferred
clause,clause,word,条項，節,条項，節,exam,3,pre1,pre1,名詞,pre1:1184,1,pre1_or_1_deferred
clay,clay,word,粘土,粘土,exam,3,pre1,pre1,名詞,pre1:693,1,pre1_or_1_deferred
clench,clench,word,食いしばる，固く握る,食いしばる，固く握る,exam,3,pre1,pre1,動詞,pre1:2057,1,pre1_or_1_deferred
clueless,clueless,word,無知な、知識のない,無知な、知識のない / 無知な，知識のない,exam,3,pre1,pre1;1,形容詞,pre1:3134;1:1579,2,pre1_or_1_deferred
clumsy,clumsy,word,不器用な，ぎこちない,不器用な，ぎこちない,exam,3,pre1,pre1,形容詞,pre1:1869,1,pre1_or_1_deferred
cluster,cluster,word,集団,集団,exam,3,pre1,pre1,名詞,pre1:1035,1,pre1_or_1_deferred
clutch,clutch,word,をしっかり握る,をしっかり握る,exam,3,pre1,pre1,動詞,pre1:1467,1,pre1_or_1_deferred
coarse,coarse,word,粗末な，下等な,粗末な，下等な / 粗末な，質素な,exam,3,pre1,pre1;1,形容詞,pre1:1070;1:570,2,pre1_or_1_deferred
coastal,coastal,word,湾岸の，海岸の,湾岸の，海岸の,exam,3,pre1,pre1,形容詞,pre1:1519,1,pre1_or_1_deferred
coffin,coffin,word,棺桶,棺桶,exam,3,pre1,pre1,名詞,pre1:1896,1,pre1_or_1_deferred
cognitive,cognitive,word,認識の,認識の,exam,3,pre1,pre1,形容詞,pre1:2963,1,pre1_or_1_deferred
coherence,coherence,word,一貫性，結合,一貫性，結合,exam,3,pre1,pre1,名詞,pre1:2520,1,pre1_or_1_deferred
coherent,coherent,word,首尾一貫した,首尾一貫した,exam,3,pre1,pre1,形容詞,pre1:2143,1,pre1_or_1_deferred
coincidence,coincidence,word,同時発生,同時発生,exam,3,pre1,pre1,名詞,pre1:2059,1,pre1_or_1_deferred
collide,collide,word,衝突する，ぶつかる,衝突する，ぶつかる,exam,3,pre1,pre1,動詞,pre1:2147,1,pre1_or_1_deferred
collision,collision,word,衝突，対立,衝突，対立,exam,3,pre1,pre1;1,名詞,pre1:1877;1:499,2,pre1_or_1_deferred
colonel,colonel,word,大佐,大佐,exam,3,pre1,pre1,名詞,pre1:1887,1,pre1_or_1_deferred
colonial,colonial,word,植民地の,植民地の,exam,3,pre1,pre1,形容詞,pre1:715,1,pre1_or_1_deferred
coma,coma,word,こん睡状態,こん睡状態,exam,3,pre1,pre1,名詞,pre1:2927,1,pre1_or_1_deferred
comb,comb,word,くし,くし,exam,3,pre1,pre1,名詞,pre1:121,1,pre1_or_1_deferred
comet,comet,word,彗星,彗星,exam,3,pre1,pre1,名詞,pre1:988,1,pre1_or_1_deferred
comical,comical,word,おどけた，滑稽な,おどけた，滑稽な,exam,3,pre1,pre1,形容詞,pre1:937,1,pre1_or_1_deferred
commemorate,commemorate,word,を祝う，記念する,を祝う，記念する,exam,3,pre1,pre1,動詞,pre1:2469,1,pre1_or_1_deferred
commemoration,commemoration,word,記念,記念,exam,3,pre1,pre1,名詞,pre1:3301,1,pre1_or_1_deferred
commencement,commencement,word,開始,開始,exam,3,pre1,pre1,名詞,pre1:2926,1,pre1_or_1_deferred
commend,commend,word,褒める，賞賛する,褒める，賞賛する,exam,3,pre1,pre1;1,動詞,pre1:3109;1:660,2,pre1_or_1_deferred
commerce,commerce,word,商業，商売,商業，商売,exam,3,pre1,pre1;1,名詞,pre1:345;1:49,2,pre1_or_1_deferred
commotion,commotion,word,騒動,騒動,exam,3,pre1,pre1;1,名詞,pre1:793;1:3279,2,pre1_or_1_deferred
communion,communion,word,親交,親交,exam,3,pre1,pre1,名詞,pre1:2211,1,pre1_or_1_deferred
comparable,comparable,word,比較できる，比べられる,比較できる，比べられる,exam,3,pre1,pre1;1,形容詞,pre1:1055;1:295,2,pre1_or_1_deferred
compartment,compartment,word,区画,区画,exam,3,pre1,pre1,名詞,pre1:3089,1,pre1_or_1_deferred
compassionate,compassionate,word,思いやりのある，情け深い,思いやりのある，情け深い,exam,3,pre1,pre1,形容詞,pre1:2573,1,pre1_or_1_deferred
compatible,compatible,word,互換性のある，両立できる,互換性のある，両立できる,exam,3,pre1,pre1,形容詞,pre1:2291,1,pre1_or_1_deferred
